match_id,venue,innings,ball,batting_team,bowling_team,runs_off_bat,total_run,runs_6_overs,wickets_6_overs
335992,M.Chinnaswamy Stadium,1,5.5,Royal Challengers Bangalore,Rajasthan Royals,6,139,60,3
335992,M.Chinnaswamy Stadium,1,5.6,Royal Challengers Bangalore,Rajasthan Royals,4,139,60,3
335996,M.Chinnaswamy Stadium,1,0.1,Chennai Super Kings,Royal Challengers Bangalore,1,174,33,1
335996,M.Chinnaswamy Stadium,1,0.2,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,0.3,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,0.4,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,0.5,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,0.6,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,1.1,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,1.2,Chennai Super Kings,Royal Challengers Bangalore,1,174,33,1
335996,M.Chinnaswamy Stadium,1,1.3,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,1.4,Chennai Super Kings,Royal Challengers Bangalore,4,174,33,1
335996,M.Chinnaswamy Stadium,1,1.5,Chennai Super Kings,Royal Challengers Bangalore,1,174,33,1
335996,M.Chinnaswamy Stadium,1,1.6,Chennai Super Kings,Royal Challengers Bangalore,4,174,33,1
335996,M.Chinnaswamy Stadium,1,2.1,Chennai Super Kings,Royal Challengers Bangalore,1,174,33,1
335996,M.Chinnaswamy Stadium,1,2.2,Chennai Super Kings,Royal Challengers Bangalore,1,174,33,1
335996,M.Chinnaswamy Stadium,1,2.3,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,2.4,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,2.5,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
335996,M.Chinnaswamy Stadium,1,2.6,Chennai Super Kings,Royal Challengers Bangalore,0,174,33,1
